"","V1","Participant","Condition","Congruity","Reaction_time","Response","Correctness","Cue","Finger"
"751",30,"4","IT","Yes",0.481201219559,"lcmd",1,"Index","Index"
"752",31,"4","IT","Yes",0.417038011551,"lalt",1,"Middle","Middle"
"753",32,"4","IT","No",0.451664876938,"lalt",1,"Middle","Index"
"754",33,"4","IT","No",0.532835006714,"lcmd",1,"Index","Middle"
"755",34,"4","IT","Yes",0.411611938477,"lalt",1,"Middle","Middle"
"756",35,"4","IT","Yes",0.416109991074,"lcmd",1,"Index","Index"
"757",36,"4","IT","No",0.450576114654,"lalt",1,"Middle","Index"
"758",37,"4","IT","No",0.490033960342,"lcmd",1,"Index","Middle"
"759",38,"4","IT","Yes",0.48438615799,"lalt",1,"Middle","Middle"
"760",39,"4","IT","Yes",0.57346405983,"lcmd",1,"Index","Index"
"761",40,"4","IT","No",0.580461168289,"lalt",1,"Middle","Index"
"762",41,"4","IT","No",0.672492074966,"lcmd",1,"Index","Middle"
"763",42,"4","IT","Yes",0.512243080139,"lalt",1,"Middle","Middle"
"764",43,"4","IT","Yes",0.44258813858,"lcmd",1,"Index","Index"
"765",44,"4","IT","No",0.5794880867,"lalt",0,"Index","Middle"
"766",45,"4","IT","No",0.80703792572,"lalt",1,"Middle","Index"
"767",46,"4","IT","Yes",0.520798158646,"lalt",1,"Middle","Middle"
"768",47,"4","IT","Yes",0.476591920853,"lcmd",1,"Index","Index"
"769",48,"4","IT","Yes",0.411139822006,"lcmd",1,"Index","Index"
"770",49,"4","IT","No",0.609033918381,"lalt",1,"Middle","Index"
"771",50,"4","IT","Yes",0.476639986038,"lalt",1,"Middle","Middle"
"772",51,"4","IT","No",0.824548053741,"lcmd",1,"Index","Middle"
"773",52,"4","IT","Yes",0.628116226196,"lalt",1,"Middle","Middle"
"774",53,"4","IT","No",0.872070026398,"lalt",1,"Middle","Index"
"775",54,"4","IT","No",0.483764028549,"lalt",0,"Index","Middle"
"776",55,"4","IT","Yes",0.612440061569,"lcmd",1,"Index","Index"
"777",56,"4","IT","No",0.539066839218,"lcmd",1,"Index","Middle"
"778",57,"4","IT","Yes",0.774739074707,"lalt",1,"Middle","Middle"
"779",58,"4","IT","Yes",0.607170057297,"lcmd",1,"Index","Index"
"780",59,"4","IT","No",0.578768777847,"lalt",1,"Middle","Index"
"781",60,"4","IT","No",0.659250116348,"lalt",1,"Middle","Index"
"782",61,"4","IT","No",-1.36067404747,"lalt",0,"Index","Middle"
"783",62,"4","IT","Yes",0.684484148025,"lalt",1,"Middle","Middle"
"784",63,"4","IT","Yes",0.612790870666,"lcmd",1,"Index","Index"
"785",64,"4","IT","Yes",0.49391503334,"lalt",1,"Middle","Middle"
"786",65,"4","IT","No",0.591008996964,"lcmd",1,"Index","Middle"
"787",66,"4","IT","No",0.588618040085,"lalt",1,"Middle","Index"
"788",67,"4","IT","Yes",0.569777965546,"lcmd",1,"Index","Index"
"789",68,"4","IT","Yes",0.45628490448,"lalt",1,"Middle","Middle"
"790",69,"4","IT","No",0.501703977585,"lcmd",0,"Middle","Index"
"791",70,"4","IT","Yes",0.665544080734,"lcmd",1,"Index","Index"
"792",71,"4","IT","No",0.468155956268,"lcmd",1,"Index","Middle"
"793",72,"4","IT","No",0.784663009644,"lalt",1,"Middle","Index"
"794",73,"4","IT","No",0.934795093536,"lcmd",1,"Index","Middle"
"795",74,"4","IT","Yes",0.495615959167,"lalt",1,"Middle","Middle"
"796",75,"4","IT","Yes",0.463847017288,"lcmd",1,"Index","Index"
"797",76,"4","IT","No",0.523994874954,"lcmd",1,"Index","Middle"
"798",77,"4","IT","No",0.527696084976,"lalt",1,"Middle","Index"
"799",78,"4","IT","Yes",0.535751104355,"lcmd",1,"Index","Index"
"800",79,"4","IT","Yes",0.438240194321,"lalt",1,"Middle","Middle"
"801",0,"5","II","No",-9.45241484642,"lcmd",0,"Middle","Index"
"802",1,"5","II","Yes",0.416017055511,"lcmd",1,"Index","Index"
"803",2,"5","II","Yes",0.550906038284,"lalt",1,"Middle","Middle"
"804",3,"5","II","No",0.605326843262,"lcmd",1,"Index","Middle"
"805",4,"5","II","Yes",0.589470005035,"lcmd",1,"Index","Index"
"806",5,"5","II","Yes",0.43673787117,"lalt",1,"Middle","Middle"
"807",6,"5","II","No",0.4771089077,"lcmd",1,"Index","Middle"
"808",7,"5","II","No",0.514144039154,"lalt",1,"Middle","Index"
"809",8,"5","II","Yes",0.724733972549,"lalt",1,"Middle","Middle"
"810",9,"5","II","No",0.500208044052,"lalt",1,"Middle","Index"
"811",10,"5","II","Yes",0.726774787903,"lcmd",1,"Index","Index"
"812",11,"5","II","No",0.543693161011,"lcmd",1,"Index","Middle"
"813",12,"5","II","Yes",0.455032110214,"lalt",1,"Middle","Middle"
"814",13,"5","II","Yes",0.555031967163,"lcmd",1,"Index","Index"
"815",14,"5","II","No",0.531615829468,"lalt",1,"Middle","Index"
"816",15,"5","II","No",0.502990055084,"lcmd",1,"Index","Middle"
"817",16,"5","II","Yes",0.679460000992,"lalt",1,"Middle","Middle"
"818",17,"5","II","No",0.719355964661,"lalt",1,"Middle","Index"
"819",18,"5","II","No",0.570722913742,"lcmd",1,"Index","Middle"
"820",19,"5","II","Yes",0.613933038712,"lcmd",1,"Index","Index"
"821",20,"5","II","No",0.46792678833,"lcmd",1,"Index","Middle"
"822",21,"5","II","No",0.504714107513,"lalt",1,"Middle","Index"
"823",22,"5","II","Yes",0.482518005371,"lcmd",1,"Index","Index"
"824",23,"5","II","Yes",0.394585847855,"lcmd",0,"Middle","Middle"
"825",24,"5","II","No",0.612340068817,"lalt",1,"Middle","Index"
"826",25,"5","II","No",0.788298892975,"lcmd",1,"Index","Middle"
"827",26,"5","II","Yes",0.754842853546,"lcmd",1,"Index","Index"
"828",27,"5","II","Yes",0.364421081543,"lalt",1,"Middle","Middle"
"829",28,"5","II","Yes",0.756873989105,"lcmd",1,"Index","Index"
"830",29,"5","II","No",0.453038930893,"lcmd",1,"Index","Middle"
"831",30,"5","II","Yes",0.433683109283,"lalt",1,"Middle","Middle"
"832",31,"5","II","No",0.525533056259,"lalt",1,"Middle","Index"
"833",32,"5","II","Yes",0.54294500351,"lalt",1,"Middle","Middle"
"834",33,"5","II","No",0.656295919418,"lalt",1,"Middle","Index"
"835",34,"5","II","No",0.56958899498,"lalt",0,"Index","Middle"
"836",35,"5","II","Yes",0.537852859497,"lcmd",1,"Index","Index"
"837",36,"5","II","Yes",0.445989942551,"lalt",1,"Middle","Middle"
"838",37,"5","II","Yes",0.735424041748,"lcmd",1,"Index","Index"
"839",38,"5","II","No",0.667738866806,"lcmd",1,"Index","Middle"
"840",39,"5","II","No",0.516546010971,"lcmd",0,"Middle","Index"
"841",40,"5","II","Yes",0.571514940262,"lcmd",1,"Index","Index"
"842",41,"5","II","No",0.63997092247,"lalt",1,"Middle","Index"
"843",42,"5","II","Yes",0.901218128204,"lalt",1,"Middle","Middle"
"844",43,"5","II","No",0.591702890396,"lcmd",1,"Index","Middle"
"845",44,"5","II","Yes",0.460173940659,"lalt",1,"Middle","Middle"
"846",45,"5","II","No",0.605201101303,"lalt",1,"Middle","Index"
"847",46,"5","II","No",0.543300151825,"lcmd",1,"Index","Middle"
"848",47,"5","II","Yes",0.671085214615,"lcmd",1,"Index","Index"
"849",48,"5","II","Yes",0.810995006561,"lcmd",1,"Index","Index"
"850",49,"5","II","Yes",0.583073997498,"lalt",1,"Middle","Middle"
"851",50,"5","II","No",0.664554166794,"lcmd",1,"Index","Middle"
"852",51,"5","II","No",0.517465019226,"lalt",1,"Middle","Index"
"853",52,"5","II","Yes",0.547556066513,"lalt",1,"Middle","Middle"
"854",53,"5","II","No",0.483687973022,"lalt",1,"Middle","Index"
"855",54,"5","II","Yes",0.451676845551,"lcmd",1,"Index","Index"
"856",55,"5","II","No",0.579347896576,"lcmd",1,"Index","Middle"
"857",56,"5","II","Yes",0.380118942261,"lalt",1,"Middle","Middle"
"858",57,"5","II","No",0.520727825165,"lcmd",1,"Index","Middle"
"859",58,"5","II","Yes",0.530103063583,"lcmd",1,"Index","Index"
"860",59,"5","II","No",0.721965932846,"lalt",1,"Middle","Index"
"861",60,"5","II","Yes",0.515665102005,"lcmd",1,"Index","Index"
"862",61,"5","II","Yes",0.597930955887,"lalt",1,"Middle","Middle"
"863",62,"5","II","No",0.558454847336,"lalt",1,"Middle","Index"
"864",63,"5","II","No",0.456352043152,"lcmd",1,"Index","Middle"
"865",64,"5","II","No",0.569587087631,"lalt",1,"Middle","Index"
"866",65,"5","II","Yes",0.539462041855,"lalt",1,"Middle","Middle"
"867",66,"5","II","Yes",0.669972038269,"lcmd",1,"Index","Index"
"868",67,"5","II","No",0.602099895477,"lcmd",1,"Index","Middle"
"869",68,"5","II","No",0.466027927399,"lalt",1,"Middle","Index"
"870",69,"5","II","Yes",0.448164987564,"lcmd",1,"Index","Index"
"871",70,"5","II","Yes",0.553987026215,"lalt",1,"Middle","Middle"
"872",71,"5","II","No",0.741902065277,"lcmd",1,"Index","Middle"
"873",72,"5","II","Yes",0.655262851715,"lcmd",1,"Index","Index"
"874",73,"5","II","Yes",0.441703033447,"lalt",1,"Middle","Middle"
"875",74,"5","II","No",0.590039205551,"lcmd",1,"Index","Middle"
"876",75,"5","II","No",0.594877052307,"lalt",1,"Middle","Index"
"877",76,"5","II","Yes",0.454085063934,"lcmd",1,"Index","Index"
"878",77,"5","II","No",0.572593164444,"lalt",1,"Middle","Index"
"879",78,"5","II","Yes",0.453623008728,"lalt",1,"Middle","Middle"
"880",79,"5","II","No",0.442354822159,"lcmd",1,"Index","Middle"
"881",0,"6","IT","Yes",-22.5144327641,"lalt",1,"Middle","Middle"
"882",1,"6","IT","Yes",0.627786827087,"lcmd",1,"Index","Index"
"883",2,"6","IT","No",0.861942005158,"lalt",1,"Middle","Index"
"884",3,"6","IT","No",0.87860994339,"lcmd",1,"Index","Middle"
"885",4,"6","IT","Yes",1.05138201714,"lalt",1,"Middle","Middle"
"886",5,"6","IT","No",0.722107028961,"lalt",1,"Middle","Index"
"887",6,"6","IT","No",0.845351934433,"lcmd",1,"Index","Middle"
"888",7,"6","IT","Yes",0.679845905304,"lcmd",1,"Index","Index"
"889",8,"6","IT","No",0.750739192963,"lcmd",1,"Index","Middle"
"890",9,"6","IT","Yes",0.669591808319,"lcmd",1,"Index","Index"
"891",10,"6","IT","Yes",0.539804887772,"lalt",1,"Middle","Middle"
"892",11,"6","IT","No",0.680380105972,"lalt",1,"Middle","Index"
"893",12,"6","IT","Yes",0.718687057495,"lalt",1,"Middle","Middle"
"894",13,"6","IT","No",0.914499950409,"lcmd",1,"Index","Middle"
"895",14,"6","IT","No",0.725444030762,"lalt",1,"Middle","Index"
"896",15,"6","IT","Yes",0.867454957962,"lcmd",1,"Index","Index"
"897",16,"6","IT","No",0.670010995865,"lcmd",1,"Index","Middle"
"898",17,"6","IT","Yes",0.924514818191,"lcmd",1,"Index","Index"
"899",18,"6","IT","No",0.773889112472,"lalt",1,"Middle","Index"
"900",19,"6","IT","Yes",1.17169485092,"lalt",1,"Middle","Middle"
"901",20,"6","IT","Yes",0.882271051407,"lcmd",1,"Index","Index"
"902",21,"6","IT","No",0.680106067657,"lalt",1,"Middle","Index"
"903",22,"6","IT","Yes",0.651290035248,"lalt",1,"Middle","Middle"
"904",23,"6","IT","No",0.55286192894,"lcmd",1,"Index","Middle"
"905",24,"6","IT","Yes",0.654497146606,"lcmd",1,"Index","Index"
"906",25,"6","IT","No",0.682822084427,"lcmd",1,"Index","Middle"
"907",26,"6","IT","Yes",0.793391132355,"lalt",1,"Middle","Middle"
"908",27,"6","IT","No",0.820848989487,"lalt",1,"Middle","Index"
"909",28,"6","IT","Yes",0.655436038971,"lalt",1,"Middle","Middle"
"910",29,"6","IT","Yes",0.733319807053,"lcmd",1,"Index","Index"
"911",30,"6","IT","No",0.942235136032,"lalt",1,"Middle","Index"
"912",31,"6","IT","No",1.01695680618,"lcmd",1,"Index","Middle"
"913",32,"6","IT","Yes",0.614174079895,"lcmd",1,"Index","Index"
"914",33,"6","IT","No",0.683635902405,"lcmd",1,"Index","Middle"
"915",34,"6","IT","No",0.709780168533,"lalt",1,"Middle","Index"
"916",35,"6","IT","Yes",0.592828130722,"lalt",1,"Middle","Middle"
"917",36,"6","IT","No",0.529290056229,"lcmd",1,"Index","Middle"
"918",37,"6","IT","No",0.896328020096,"lalt",1,"Middle","Index"
"919",38,"6","IT","Yes",0.761110877991,"lalt",1,"Middle","Middle"
"920",39,"6","IT","Yes",0.672219944,"lcmd",1,"Index","Index"
"921",40,"6","IT","No",1.05356292725,"lcmd",1,"Index","Middle"
"922",41,"6","IT","No",0.65864405632,"lalt",1,"Middle","Index"
"923",42,"6","IT","Yes",0.925320863724,"lcmd",1,"Index","Index"
"924",43,"6","IT","Yes",0.880788135529,"lalt",1,"Middle","Middle"
"925",44,"6","IT","No",0.70102186203,"lcmd",1,"Index","Middle"
"926",45,"6","IT","Yes",0.796737003326,"lcmd",1,"Index","Index"
"927",46,"6","IT","No",0.73500084877,"lalt",1,"Middle","Index"
"928",47,"6","IT","Yes",0.816283130646,"lalt",1,"Middle","Middle"
"929",48,"6","IT","Yes",0.787485122681,"lcmd",1,"Index","Index"
"930",49,"6","IT","Yes",0.70817489624,"lalt",1,"Middle","Middle"
"931",50,"6","IT","No",0.7135160923,"lalt",1,"Middle","Index"
"932",51,"6","IT","No",1.11061682701,"lcmd",1,"Index","Middle"
"933",52,"6","IT","No",0.683396053314,"lcmd",1,"Index","Middle"
"934",53,"6","IT","Yes",0.428279924393,"lalt",1,"Middle","Middle"
"935",54,"6","IT","Yes",0.676131010056,"lcmd",1,"Index","Index"
"936",55,"6","IT","No",0.642267799377,"lalt",1,"Middle","Index"
"937",56,"6","IT","Yes",0.577867078781,"lalt",1,"Middle","Middle"
"938",57,"6","IT","No",0.852894973755,"lcmd",1,"Index","Middle"
"939",58,"6","IT","No",0.587409973145,"lalt",1,"Middle","Index"
"940",59,"6","IT","Yes",1.15613203049,"lcmd",1,"Index","Index"
"941",60,"6","IT","No",0.616560983658,"lcmd",1,"Index","Middle"
"942",61,"6","IT","No",0.603490924835,"lalt",1,"Middle","Index"
"943",62,"6","IT","Yes",0.634026002884,"lalt",1,"Middle","Middle"
"944",63,"6","IT","Yes",0.674777936935,"lcmd",1,"Index","Index"
"945",64,"6","IT","Yes",0.834893989563,"lcmd",1,"Index","Index"
"946",65,"6","IT","Yes",0.52212896347,"lalt",1,"Middle","Middle"
"947",66,"6","IT","No",0.632922172546,"lcmd",1,"Index","Middle"
"948",67,"6","IT","No",0.629704189301,"lalt",1,"Middle","Index"
"949",68,"6","IT","Yes",0.602497053146,"lalt",1,"Middle","Middle"
"950",69,"6","IT","No",0.698272895813,"lcmd",1,"Index","Middle"
"951",70,"6","IT","Yes",0.630138969421,"lcmd",1,"Index","Index"
"952",71,"6","IT","No",0.691309070587,"lalt",1,"Middle","Index"
"953",72,"6","IT","Yes",0.537844896317,"lcmd",1,"Index","Index"
"954",73,"6","IT","No",0.876143074036,"lalt",0,"Index","Middle"
"955",74,"6","IT","Yes",1.05270800591,"lalt",1,"Middle","Middle"
"956",75,"6","IT","No",0.971486902237,"lalt",1,"Middle","Index"
"957",76,"6","IT","No",0.649904966354,"lcmd",1,"Index","Middle"
"958",77,"6","IT","No",0.731256866455,"lalt",1,"Middle","Index"
"959",78,"6","IT","Yes",0.579760837555,"lalt",1,"Middle","Middle"
"960",79,"6","IT","Yes",0.671810150146,"lcmd",1,"Index","Index"
"961",0,"7","II","No",-4.85188803673,"lalt",1,"Middle","Index"
"962",1,"7","II","Yes",-1.47451014519,"lcmd",1,"Index","Index"
"963",2,"7","II","Yes",-1.37222595215,"lcmd",1,"Middle","Middle"
"964",3,"7","II","No",-1.09187984467,"lcmd",1,"Index","Middle"
"965",4,"7","II","Yes",-2.40292410851,"lalt",1,"Middle","Middle"
"966",5,"7","II","Yes",0.653427028656,"lcmd",1,"Index","Index"
"967",6,"7","II","No",0.842294979095,"lalt",1,"Index","Middle"
"968",7,"7","II","No",1.00005984306,"lcmd",1,"Middle","Index"
"969",8,"7","II","Yes",0.948098039627,"lcmd",1,"Index","Index"
"970",9,"7","II","No",2.73999590874,"lalt",1,"Index","Middle"
"971",10,"7","II","No",1.21855521202,"lalt",1,"Middle","Index"
"972",11,"7","II","Yes",0.945886945725,"lcmd",1,"Middle","Middle"
"973",12,"7","II","No",0.528262996674,"lalt",1,"Index","Middle"
"974",13,"7","II","Yes",1.74960107803,"lalt",1,"Index","Index"
"975",14,"7","II","No",1.52274403572,"lcmd",1,"Middle","Index"
"976",15,"7","II","Yes",1.43911395073,"lcmd",1,"Middle","Middle"
"977",16,"7","II","No",1.22257800102,"lalt",1,"Index","Middle"
"978",17,"7","II","No",1.06732020378,"lcmd",1,"Middle","Index"
"979",18,"7","II","Yes",0.849822044373,"lcmd",1,"Middle","Middle"
"980",19,"7","II","Yes",0.484448099136,"lalt",1,"Index","Index"
"981",20,"7","II","No",0.765095043182,"lalt",1,"Index","Middle"
"982",21,"7","II","Yes",0.781989049912,"lalt",1,"Index","Index"
"983",22,"7","II","Yes",0.895848035812,"lcmd",1,"Middle","Middle"
"984",23,"7","II","No",1.14032011032,"lalt",1,"Middle","Index"
"985",24,"7","II","Yes",2.52214713097,"lcmd",1,"Middle","Middle"
"986",25,"7","II","No",2.12279906273,"lcmd",1,"Middle","Index"
"987",26,"7","II","No",1.88222503662,"lalt",1,"Index","Middle"
"988",27,"7","II","Yes",2.01394100189,"lalt",1,"Index","Index"
"989",28,"7","II","Yes",1.63424396515,"lcmd",1,"Index","Index"
"990",29,"7","II","Yes",2.6524679184,"lcmd",1,"Middle","Middle"
"991",30,"7","II","No",1.60206618309,"lalt",1,"Index","Middle"
"992",31,"7","II","No",1.01043806076,"lcmd",1,"Middle","Index"
"993",32,"7","II","Yes",1.12075490952,"lcmd",1,"Middle","Middle"
"994",33,"7","II","No",1.02811012268,"lcmd",1,"Index","Middle"
"995",34,"7","II","No",1.45793499947,"lalt",1,"Middle","Index"
"996",35,"7","II","Yes",1.72086787224,"lalt",1,"Index","Index"
"997",36,"7","II","No",0.8444439888,"lcmd",1,"Middle","Index"
"998",37,"7","II","Yes",1.29848504066,"lalt",1,"Index","Index"
"999",38,"7","II","Yes",0.853035068512,"lcmd",1,"Middle","Middle"
"1000",39,"7","II","No",1.15837507248,"lalt",1,"Index","Middle"
"1001",40,"7","II","Yes",1.7167579174,"lalt",1,"Index","Index"
"1002",41,"7","II","No",1.03709421158,"lcmd",1,"Middle","Index"
"1003",42,"7","II","Yes",2.0374209404,"lcmd",1,"Middle","Middle"
"1004",43,"7","II","No",1.48412694931,"lalt",1,"Index","Middle"
"1005",44,"7","II","Yes",1.84107694626,"lalt",1,"Index","Index"
"1006",45,"7","II","No",0.994420957565,"lalt",1,"Index","Middle"
"1007",46,"7","II","Yes",0.545466041565,"lcmd",1,"Middle","Middle"
"1008",47,"7","II","No",0.473709058762,"lcmd",1,"Middle","Index"
"1009",48,"7","II","Yes",0.76853890419,"lcmd",1,"Middle","Middle"
"1010",49,"7","II","No",0.685362911224,"lcmd",1,"Middle","Index"
"1011",50,"7","II","No",0.518148851395,"lalt",1,"Index","Middle"
"1012",51,"7","II","Yes",1.18842401505,"lalt",1,"Index","Index"
"1013",52,"7","II","Yes",1.14383015633,"lalt",1,"Index","Index"
"1014",53,"7","II","No",1.30140013695,"lcmd",1,"Middle","Index"
"1015",54,"7","II","No",1.70944108963,"lalt",1,"Index","Middle"
"1016",55,"7","II","Yes",2.09268898964,"lcmd",1,"Middle","Middle"
"1017",56,"7","II","No",1.34285387993,"lalt",1,"Index","Middle"
"1018",57,"7","II","Yes",1.52640795708,"lalt",1,"Index","Index"
"1019",58,"7","II","Yes",2.02378201485,"lcmd",1,"Middle","Middle"
"1020",59,"7","II","No",0.921943902969,"lcmd",1,"Middle","Index"
"1021",60,"7","II","Yes",1.39872012138,"lcmd",1,"Middle","Middle"
"1022",61,"7","II","Yes",0.707597064972,"lalt",1,"Index","Index"
"1023",62,"7","II","No",0.726388883591,"lalt",1,"Index","Middle"
"1024",63,"7","II","No",1.31069607735,"lcmd",1,"Middle","Index"
"1025",64,"7","II","Yes",1.23234901428,"lalt",1,"Index","Index"
"1026",65,"7","II","No",0.775723075867,"lalt",1,"Index","Middle"
"1027",66,"7","II","No",2.19803791046,"lcmd",1,"Middle","Index"
"1028",67,"7","II","Yes",2.77372784615,"lcmd",1,"Middle","Middle"
"1029",68,"7","II","No",1.07441701889,"lalt",1,"Index","Middle"
"1030",69,"7","II","No",1.18248806,"lcmd",1,"Middle","Index"
"1031",70,"7","II","Yes",0.979314041138,"lcmd",1,"Middle","Middle"
"1032",71,"7","II","Yes",0.843318843842,"lalt",1,"Index","Index"
"1033",72,"7","II","No",1.07400107384,"lcmd",1,"Middle","Index"
"1034",73,"7","II","No",1.18208599091,"lalt",1,"Index","Middle"
"1035",74,"7","II","Yes",1.84912796021,"lalt",1,"Index","Index"
"1036",75,"7","II","Yes",0.975806903839,"lcmd",1,"Middle","Middle"
"1037",76,"7","II","Yes",1.15596518517,"lalt",1,"Index","Index"
"1038",77,"7","II","No",1.25526390076,"lcmd",1,"Middle","Index"
"1039",78,"7","II","Yes",1.37579894066,"lcmd",1,"Middle","Middle"
"1040",79,"7","II","No",1.0584728241,"lalt",1,"Index","Middle"
"1041",0,"8","IT","No",-22.1020948887,"lalt",1,"Middle","Index"
"1042",1,"8","IT","Yes",0.411666965485,"lcmd",1,"Index","Index"
"1043",2,"8","IT","Yes",0.472671127319,"lalt",1,"Middle","Middle"
"1044",3,"8","IT","No",0.376491069794,"lcmd",1,"Index","Middle"
"1045",4,"8","IT","No",0.44477596283,"lcmd",1,"Index","Middle"
"1046",5,"8","IT","Yes",0.457090091705,"lalt",1,"Middle","Middle"
"1047",6,"8","IT","No",0.465296792984,"lalt",1,"Middle","Index"
"1048",7,"8","IT","Yes",0.369953918457,"lcmd",1,"Index","Index"
"1049",8,"8","IT","No",0.452622079849,"lalt",1,"Middle","Index"
"1050",9,"8","IT","Yes",0.461380004883,"lalt",1,"Middle","Middle"
"1051",10,"8","IT","Yes",0.499693012238,"lcmd",1,"Index","Index"
"1052",11,"8","IT","No",0.457917070389,"lcmd",1,"Index","Middle"
"1053",12,"8","IT","Yes",0.469365119934,"lalt",1,"Middle","Middle"
"1054",13,"8","IT","No",0.356744146347,"lcmd",1,"Index","Middle"
"1055",14,"8","IT","Yes",0.354042053223,"lcmd",1,"Index","Index"
"1056",15,"8","IT","No",0.401763916016,"lalt",1,"Middle","Index"
"1057",16,"8","IT","Yes",0.416329097748,"lcmd",1,"Index","Index"
"1058",17,"8","IT","Yes",0.347988843918,"lalt",1,"Middle","Middle"
"1059",18,"8","IT","No",0.486445045471,"lcmd",0,"Middle","Index"
"1060",19,"8","IT","No",0.427419137955,"lcmd",1,"Index","Middle"
"1061",20,"8","IT","No",0.468042135239,"lcmd",1,"Index","Middle"
"1062",21,"8","IT","Yes",0.495547819138,"lalt",1,"Middle","Middle"
"1063",22,"8","IT","No",0.590035867691,"lalt",1,"Middle","Index"
"1064",23,"8","IT","Yes",0.509782218933,"lcmd",1,"Index","Index"
"1065",24,"8","IT","No",0.47137503624,"lalt",1,"Middle","Index"
"1066",25,"8","IT","Yes",0.544380950928,"lcmd",1,"Index","Index"
"1067",26,"8","IT","Yes",0.46779589653,"lalt",1,"Middle","Middle"
"1068",27,"8","IT","No",0.419332122803,"lcmd",1,"Index","Middle"
"1069",28,"8","IT","Yes",0.478836011887,"lcmd",1,"Index","Index"
"1070",29,"8","IT","No",0.446776008606,"lcmd",1,"Index","Middle"
"1071",30,"8","IT","Yes",0.510329866409,"lalt",1,"Middle","Middle"
"1072",31,"8","IT","No",0.468297100067,"lalt",1,"Middle","Index"
"1073",32,"8","IT","No",0.53307518959,"lalt",0,"Index","Middle"
"1074",33,"8","IT","Yes",0.527316856384,"lalt",1,"Middle","Middle"
"1075",34,"8","IT","Yes",0.437097072601,"lcmd",1,"Index","Index"
"1076",35,"8","IT","No",0.501478052139,"lalt",1,"Middle","Index"
"1077",36,"8","IT","Yes",0.469401025772,"lalt",1,"Middle","Middle"
"1078",37,"8","IT","Yes",0.439025974274,"lcmd",1,"Index","Index"
"1079",38,"8","IT","No",0.427825117111,"lalt",1,"Middle","Index"
"1080",39,"8","IT","No",0.428195047378,"lcmd",1,"Index","Middle"
"1081",40,"8","IT","No",0.428992986679,"lcmd",1,"Index","Middle"
"1082",41,"8","IT","No",0.503676891327,"lalt",1,"Middle","Index"
"1083",42,"8","IT","Yes",0.490895986557,"lalt",1,"Middle","Middle"
"1084",43,"8","IT","Yes",0.472277021408,"lcmd",1,"Index","Index"
"1085",44,"8","IT","No",0.504972982407,"lcmd",1,"Index","Middle"
"1086",45,"8","IT","No",0.455328178406,"lalt",1,"Middle","Index"
"1087",46,"8","IT","Yes",0.436699008942,"lalt",1,"Middle","Middle"
"1088",47,"8","IT","Yes",0.407781839371,"lcmd",1,"Index","Index"
"1089",48,"8","IT","Yes",0.501856851578,"lalt",1,"Middle","Middle"
"1090",49,"8","IT","No",0.453308916092,"lcmd",1,"Index","Middle"
"1091",50,"8","IT","No",0.498185062408,"lalt",1,"Middle","Index"
"1092",51,"8","IT","Yes",0.379032087326,"lcmd",1,"Index","Index"
"1093",52,"8","IT","No",0.491674995422,"lcmd",1,"Index","Middle"
"1094",53,"8","IT","Yes",0.466093206406,"lcmd",1,"Index","Index"
"1095",54,"8","IT","Yes",0.361688089371,"lalt",1,"Middle","Middle"
"1096",55,"8","IT","No",0.515981054306,"lalt",1,"Middle","Index"
"1097",56,"8","IT","Yes",0.39202208519,"lcmd",1,"Index","Index"
"1098",57,"8","IT","Yes",0.441904973984,"lalt",1,"Middle","Middle"
"1099",58,"8","IT","No",0.492785072327,"lalt",1,"Middle","Index"
"1100",59,"8","IT","No",0.39513502121,"lcmd",1,"Index","Middle"
"1101",60,"8","IT","Yes",0.569762897492,"lcmd",1,"Index","Index"
"1102",61,"8","IT","No",0.356977939606,"lcmd",0,"Middle","Index"
"1103",62,"8","IT","Yes",0.426494884491,"lalt",1,"Middle","Middle"
"1104",63,"8","IT","No",0.402917814255,"lcmd",1,"Index","Middle"
"1105",64,"8","IT","Yes",0.454613876343,"lalt",1,"Middle","Middle"
"1106",65,"8","IT","No",0.454123020172,"lalt",1,"Middle","Index"
"1107",66,"8","IT","Yes",0.508098173141,"lalt",0,"Index","Index"
"1108",67,"8","IT","No",0.445228099823,"lcmd",1,"Index","Middle"
"1109",68,"8","IT","No",0.43998503685,"lcmd",1,"Index","Middle"
"1110",69,"8","IT","No",0.447150945663,"lalt",1,"Middle","Index"
"1111",70,"8","IT","Yes",0.456118917465,"lalt",1,"Middle","Middle"
"1112",71,"8","IT","Yes",0.51192407608,"lcmd",1,"Index","Index"
"1113",72,"8","IT","Yes",0.454390954971,"lalt",1,"Middle","Middle"
"1114",73,"8","IT","No",0.533115005493,"lalt",1,"Middle","Index"
"1115",74,"8","IT","No",0.457649993896,"lcmd",1,"Index","Middle"
"1116",75,"8","IT","Yes",0.513983011246,"lcmd",1,"Index","Index"
"1117",76,"8","IT","No",0.513128852844,"lcmd",1,"Index","Middle"
"1118",77,"8","IT","Yes",0.465550994873,"lcmd",1,"Index","Index"
"1119",78,"8","IT","No",0.461757135391,"lalt",1,"Middle","Index"
"1120",79,"8","IT","Yes",0.511108112335,"lalt",1,"Middle","Middle"
"1121",0,"9","II","No",0.618619966507,"lalt",1,"Middle","Index"
"1122",1,"9","II","Yes",0.402339839935,"lcmd",1,"Index","Index"
"1123",2,"9","II","No",0.754592990875,"lalt",0,"Index","Middle"
