"V1","Participant","Condition","Congruity","Reaction_time","Response","Correctness","Cue","Finger"
18,"5","II","No",0.570722913742,"lcmd",1,"Index","Middle"
19,"5","II","Yes",0.613933038712,"lcmd",1,"Index","Index"
20,"5","II","No",0.46792678833,"lcmd",1,"Index","Middle"
21,"5","II","No",0.504714107513,"lalt",1,"Middle","Index"
22,"5","II","Yes",0.482518005371,"lcmd",1,"Index","Index"
23,"5","II","Yes",0.394585847855,"lcmd",0,"Middle","Middle"
24,"5","II","No",0.612340068817,"lalt",1,"Middle","Index"
25,"5","II","No",0.788298892975,"lcmd",1,"Index","Middle"
26,"5","II","Yes",0.754842853546,"lcmd",1,"Index","Index"
27,"5","II","Yes",0.364421081543,"lalt",1,"Middle","Middle"
28,"5","II","Yes",0.756873989105,"lcmd",1,"Index","Index"
29,"5","II","No",0.453038930893,"lcmd",1,"Index","Middle"
30,"5","II","Yes",0.433683109283,"lalt",1,"Middle","Middle"
31,"5","II","No",0.525533056259,"lalt",1,"Middle","Index"
32,"5","II","Yes",0.54294500351,"lalt",1,"Middle","Middle"
33,"5","II","No",0.656295919418,"lalt",1,"Middle","Index"
34,"5","II","No",0.56958899498,"lalt",0,"Index","Middle"
35,"5","II","Yes",0.537852859497,"lcmd",1,"Index","Index"
36,"5","II","Yes",0.445989942551,"lalt",1,"Middle","Middle"
37,"5","II","Yes",0.735424041748,"lcmd",1,"Index","Index"
38,"5","II","No",0.667738866806,"lcmd",1,"Index","Middle"
39,"5","II","No",0.516546010971,"lcmd",0,"Middle","Index"
40,"5","II","Yes",0.571514940262,"lcmd",1,"Index","Index"
41,"5","II","No",0.63997092247,"lalt",1,"Middle","Index"
42,"5","II","Yes",0.901218128204,"lalt",1,"Middle","Middle"
43,"5","II","No",0.591702890396,"lcmd",1,"Index","Middle"
44,"5","II","Yes",0.460173940659,"lalt",1,"Middle","Middle"
45,"5","II","No",0.605201101303,"lalt",1,"Middle","Index"
46,"5","II","No",0.543300151825,"lcmd",1,"Index","Middle"
47,"5","II","Yes",0.671085214615,"lcmd",1,"Index","Index"
48,"5","II","Yes",0.810995006561,"lcmd",1,"Index","Index"
49,"5","II","Yes",0.583073997498,"lalt",1,"Middle","Middle"
50,"5","II","No",0.664554166794,"lcmd",1,"Index","Middle"
51,"5","II","No",0.517465019226,"lalt",1,"Middle","Index"
52,"5","II","Yes",0.547556066513,"lalt",1,"Middle","Middle"
53,"5","II","No",0.483687973022,"lalt",1,"Middle","Index"
54,"5","II","Yes",0.451676845551,"lcmd",1,"Index","Index"
55,"5","II","No",0.579347896576,"lcmd",1,"Index","Middle"
56,"5","II","Yes",0.380118942261,"lalt",1,"Middle","Middle"
57,"5","II","No",0.520727825165,"lcmd",1,"Index","Middle"
58,"5","II","Yes",0.530103063583,"lcmd",1,"Index","Index"
59,"5","II","No",0.721965932846,"lalt",1,"Middle","Index"
60,"5","II","Yes",0.515665102005,"lcmd",1,"Index","Index"
61,"5","II","Yes",0.597930955887,"lalt",1,"Middle","Middle"
62,"5","II","No",0.558454847336,"lalt",1,"Middle","Index"
63,"5","II","No",0.456352043152,"lcmd",1,"Index","Middle"
64,"5","II","No",0.569587087631,"lalt",1,"Middle","Index"
65,"5","II","Yes",0.539462041855,"lalt",1,"Middle","Middle"
66,"5","II","Yes",0.669972038269,"lcmd",1,"Index","Index"
67,"5","II","No",0.602099895477,"lcmd",1,"Index","Middle"
68,"5","II","No",0.466027927399,"lalt",1,"Middle","Index"
69,"5","II","Yes",0.448164987564,"lcmd",1,"Index","Index"
70,"5","II","Yes",0.553987026215,"lalt",1,"Middle","Middle"
71,"5","II","No",0.741902065277,"lcmd",1,"Index","Middle"
72,"5","II","Yes",0.655262851715,"lcmd",1,"Index","Index"
73,"5","II","Yes",0.441703033447,"lalt",1,"Middle","Middle"
74,"5","II","No",0.590039205551,"lcmd",1,"Index","Middle"
75,"5","II","No",0.594877052307,"lalt",1,"Middle","Index"
76,"5","II","Yes",0.454085063934,"lcmd",1,"Index","Index"
77,"5","II","No",0.572593164444,"lalt",1,"Middle","Index"
78,"5","II","Yes",0.453623008728,"lalt",1,"Middle","Middle"
79,"5","II","No",0.442354822159,"lcmd",1,"Index","Middle"
0,"6","IT","Yes",-22.5144327641,"lalt",1,"Middle","Middle"
1,"6","IT","Yes",0.627786827087,"lcmd",1,"Index","Index"
2,"6","IT","No",0.861942005158,"lalt",1,"Middle","Index"
3,"6","IT","No",0.87860994339,"lcmd",1,"Index","Middle"
4,"6","IT","Yes",1.05138201714,"lalt",1,"Middle","Middle"
5,"6","IT","No",0.722107028961,"lalt",1,"Middle","Index"
6,"6","IT","No",0.845351934433,"lcmd",1,"Index","Middle"
7,"6","IT","Yes",0.679845905304,"lcmd",1,"Index","Index"
8,"6","IT","No",0.750739192963,"lcmd",1,"Index","Middle"
9,"6","IT","Yes",0.669591808319,"lcmd",1,"Index","Index"
10,"6","IT","Yes",0.539804887772,"lalt",1,"Middle","Middle"
11,"6","IT","No",0.680380105972,"lalt",1,"Middle","Index"
12,"6","IT","Yes",0.718687057495,"lalt",1,"Middle","Middle"
13,"6","IT","No",0.914499950409,"lcmd",1,"Index","Middle"
14,"6","IT","No",0.725444030762,"lalt",1,"Middle","Index"
15,"6","IT","Yes",0.867454957962,"lcmd",1,"Index","Index"
16,"6","IT","No",0.670010995865,"lcmd",1,"Index","Middle"
17,"6","IT","Yes",0.924514818191,"lcmd",1,"Index","Index"
18,"6","IT","No",0.773889112472,"lalt",1,"Middle","Index"
19,"6","IT","Yes",1.17169485092,"lalt",1,"Middle","Middle"
20,"6","IT","Yes",0.882271051407,"lcmd",1,"Index","Index"
21,"6","IT","No",0.680106067657,"lalt",1,"Middle","Index"
22,"6","IT","Yes",0.651290035248,"lalt",1,"Middle","Middle"
23,"6","IT","No",0.55286192894,"lcmd",1,"Index","Middle"
24,"6","IT","Yes",0.654497146606,"lcmd",1,"Index","Index"
25,"6","IT","No",0.682822084427,"lcmd",1,"Index","Middle"
26,"6","IT","Yes",0.793391132355,"lalt",1,"Middle","Middle"
27,"6","IT","No",0.820848989487,"lalt",1,"Middle","Index"
28,"6","IT","Yes",0.655436038971,"lalt",1,"Middle","Middle"
29,"6","IT","Yes",0.733319807053,"lcmd",1,"Index","Index"
30,"6","IT","No",0.942235136032,"lalt",1,"Middle","Index"
31,"6","IT","No",1.01695680618,"lcmd",1,"Index","Middle"
32,"6","IT","Yes",0.614174079895,"lcmd",1,"Index","Index"
33,"6","IT","No",0.683635902405,"lcmd",1,"Index","Middle"
34,"6","IT","No",0.709780168533,"lalt",1,"Middle","Index"
35,"6","IT","Yes",0.592828130722,"lalt",1,"Middle","Middle"
36,"6","IT","No",0.529290056229,"lcmd",1,"Index","Middle"
37,"6","IT","No",0.896328020096,"lalt",1,"Middle","Index"
38,"6","IT","Yes",0.761110877991,"lalt",1,"Middle","Middle"
39,"6","IT","Yes",0.672219944,"lcmd",1,"Index","Index"
40,"6","IT","No",1.05356292725,"lcmd",1,"Index","Middle"
41,"6","IT","No",0.65864405632,"lalt",1,"Middle","Index"
42,"6","IT","Yes",0.925320863724,"lcmd",1,"Index","Index"
43,"6","IT","Yes",0.880788135529,"lalt",1,"Middle","Middle"
44,"6","IT","No",0.70102186203,"lcmd",1,"Index","Middle"
45,"6","IT","Yes",0.796737003326,"lcmd",1,"Index","Index"
46,"6","IT","No",0.73500084877,"lalt",1,"Middle","Index"
47,"6","IT","Yes",0.816283130646,"lalt",1,"Middle","Middle"
48,"6","IT","Yes",0.787485122681,"lcmd",1,"Index","Index"
49,"6","IT","Yes",0.70817489624,"lalt",1,"Middle","Middle"
50,"6","IT","No",0.7135160923,"lalt",1,"Middle","Index"
51,"6","IT","No",1.11061682701,"lcmd",1,"Index","Middle"
52,"6","IT","No",0.683396053314,"lcmd",1,"Index","Middle"
53,"6","IT","Yes",0.428279924393,"lalt",1,"Middle","Middle"
54,"6","IT","Yes",0.676131010056,"lcmd",1,"Index","Index"
55,"6","IT","No",0.642267799377,"lalt",1,"Middle","Index"
56,"6","IT","Yes",0.577867078781,"lalt",1,"Middle","Middle"
57,"6","IT","No",0.852894973755,"lcmd",1,"Index","Middle"
58,"6","IT","No",0.587409973145,"lalt",1,"Middle","Index"
59,"6","IT","Yes",1.15613203049,"lcmd",1,"Index","Index"
60,"6","IT","No",0.616560983658,"lcmd",1,"Index","Middle"
61,"6","IT","No",0.603490924835,"lalt",1,"Middle","Index"
62,"6","IT","Yes",0.634026002884,"lalt",1,"Middle","Middle"
63,"6","IT","Yes",0.674777936935,"lcmd",1,"Index","Index"
64,"6","IT","Yes",0.834893989563,"lcmd",1,"Index","Index"
65,"6","IT","Yes",0.52212896347,"lalt",1,"Middle","Middle"
66,"6","IT","No",0.632922172546,"lcmd",1,"Index","Middle"
67,"6","IT","No",0.629704189301,"lalt",1,"Middle","Index"
68,"6","IT","Yes",0.602497053146,"lalt",1,"Middle","Middle"
69,"6","IT","No",0.698272895813,"lcmd",1,"Index","Middle"
70,"6","IT","Yes",0.630138969421,"lcmd",1,"Index","Index"
71,"6","IT","No",0.691309070587,"lalt",1,"Middle","Index"
72,"6","IT","Yes",0.537844896317,"lcmd",1,"Index","Index"
73,"6","IT","No",0.876143074036,"lalt",0,"Index","Middle"
74,"6","IT","Yes",1.05270800591,"lalt",1,"Middle","Middle"
75,"6","IT","No",0.971486902237,"lalt",1,"Middle","Index"
76,"6","IT","No",0.649904966354,"lcmd",1,"Index","Middle"
77,"6","IT","No",0.731256866455,"lalt",1,"Middle","Index"
78,"6","IT","Yes",0.579760837555,"lalt",1,"Middle","Middle"
79,"6","IT","Yes",0.671810150146,"lcmd",1,"Index","Index"
0,"7","II","No",-4.85188803673,"lalt",1,"Middle","Index"
1,"7","II","Yes",-1.47451014519,"lcmd",1,"Index","Index"
2,"7","II","Yes",-1.37222595215,"lcmd",1,"Middle","Middle"
3,"7","II","No",-1.09187984467,"lcmd",1,"Index","Middle"
4,"7","II","Yes",-2.40292410851,"lalt",1,"Middle","Middle"
5,"7","II","Yes",0.653427028656,"lcmd",1,"Index","Index"
6,"7","II","No",0.842294979095,"lalt",1,"Index","Middle"
7,"7","II","No",1.00005984306,"lcmd",1,"Middle","Index"
8,"7","II","Yes",0.948098039627,"lcmd",1,"Index","Index"
9,"7","II","No",2.73999590874,"lalt",1,"Index","Middle"
10,"7","II","No",1.21855521202,"lalt",1,"Middle","Index"
11,"7","II","Yes",0.945886945725,"lcmd",1,"Middle","Middle"
12,"7","II","No",0.528262996674,"lalt",1,"Index","Middle"
13,"7","II","Yes",1.74960107803,"lalt",1,"Index","Index"
14,"7","II","No",1.52274403572,"lcmd",1,"Middle","Index"
15,"7","II","Yes",1.43911395073,"lcmd",1,"Middle","Middle"
16,"7","II","No",1.22257800102,"lalt",1,"Index","Middle"
17,"7","II","No",1.06732020378,"lcmd",1,"Middle","Index"
18,"7","II","Yes",0.849822044373,"lcmd",1,"Middle","Middle"
19,"7","II","Yes",0.484448099136,"lalt",1,"Index","Index"
20,"7","II","No",0.765095043182,"lalt",1,"Index","Middle"
21,"7","II","Yes",0.781989049912,"lalt",1,"Index","Index"
22,"7","II","Yes",0.895848035812,"lcmd",1,"Middle","Middle"
23,"7","II","No",1.14032011032,"lalt",1,"Middle","Index"
24,"7","II","Yes",2.52214713097,"lcmd",1,"Middle","Middle"
25,"7","II","No",2.12279906273,"lcmd",1,"Middle","Index"
26,"7","II","No",1.88222503662,"lalt",1,"Index","Middle"
27,"7","II","Yes",2.01394100189,"lalt",1,"Index","Index"
28,"7","II","Yes",1.63424396515,"lcmd",1,"Index","Index"
29,"7","II","Yes",2.6524679184,"lcmd",1,"Middle","Middle"
30,"7","II","No",1.60206618309,"lalt",1,"Index","Middle"
31,"7","II","No",1.01043806076,"lcmd",1,"Middle","Index"
32,"7","II","Yes",1.12075490952,"lcmd",1,"Middle","Middle"
33,"7","II","No",1.02811012268,"lcmd",1,"Index","Middle"
34,"7","II","No",1.45793499947,"lalt",1,"Middle","Index"
35,"7","II","Yes",1.72086787224,"lalt",1,"Index","Index"
36,"7","II","No",0.8444439888,"lcmd",1,"Middle","Index"
37,"7","II","Yes",1.29848504066,"lalt",1,"Index","Index"
38,"7","II","Yes",0.853035068512,"lcmd",1,"Middle","Middle"
39,"7","II","No",1.15837507248,"lalt",1,"Index","Middle"
40,"7","II","Yes",1.7167579174,"lalt",1,"Index","Index"
41,"7","II","No",1.03709421158,"lcmd",1,"Middle","Index"
42,"7","II","Yes",2.0374209404,"lcmd",1,"Middle","Middle"
43,"7","II","No",1.48412694931,"lalt",1,"Index","Middle"
44,"7","II","Yes",1.84107694626,"lalt",1,"Index","Index"
45,"7","II","No",0.994420957565,"lalt",1,"Index","Middle"
46,"7","II","Yes",0.545466041565,"lcmd",1,"Middle","Middle"
47,"7","II","No",0.473709058762,"lcmd",1,"Middle","Index"
48,"7","II","Yes",0.76853890419,"lcmd",1,"Middle","Middle"
49,"7","II","No",0.685362911224,"lcmd",1,"Middle","Index"
50,"7","II","No",0.518148851395,"lalt",1,"Index","Middle"
51,"7","II","Yes",1.18842401505,"lalt",1,"Index","Index"
52,"7","II","Yes",1.14383015633,"lalt",1,"Index","Index"
53,"7","II","No",1.30140013695,"lcmd",1,"Middle","Index"
54,"7","II","No",1.70944108963,"lalt",1,"Index","Middle"
55,"7","II","Yes",2.09268898964,"lcmd",1,"Middle","Middle"
56,"7","II","No",1.34285387993,"lalt",1,"Index","Middle"
57,"7","II","Yes",1.52640795708,"lalt",1,"Index","Index"
58,"7","II","Yes",2.02378201485,"lcmd",1,"Middle","Middle"
59,"7","II","No",0.921943902969,"lcmd",1,"Middle","Index"
60,"7","II","Yes",1.39872012138,"lcmd",1,"Middle","Middle"
61,"7","II","Yes",0.707597064972,"lalt",1,"Index","Index"
62,"7","II","No",0.726388883591,"lalt",1,"Index","Middle"
63,"7","II","No",1.31069607735,"lcmd",1,"Middle","Index"
64,"7","II","Yes",1.23234901428,"lalt",1,"Index","Index"
65,"7","II","No",0.775723075867,"lalt",1,"Index","Middle"
66,"7","II","No",2.19803791046,"lcmd",1,"Middle","Index"
67,"7","II","Yes",2.77372784615,"lcmd",1,"Middle","Middle"
68,"7","II","No",1.07441701889,"lalt",1,"Index","Middle"
69,"7","II","No",1.18248806,"lcmd",1,"Middle","Index"
70,"7","II","Yes",0.979314041138,"lcmd",1,"Middle","Middle"
71,"7","II","Yes",0.843318843842,"lalt",1,"Index","Index"
72,"7","II","No",1.07400107384,"lcmd",1,"Middle","Index"
73,"7","II","No",1.18208599091,"lalt",1,"Index","Middle"
74,"7","II","Yes",1.84912796021,"lalt",1,"Index","Index"
75,"7","II","Yes",0.975806903839,"lcmd",1,"Middle","Middle"
76,"7","II","Yes",1.15596518517,"lalt",1,"Index","Index"
77,"7","II","No",1.25526390076,"lcmd",1,"Middle","Index"
78,"7","II","Yes",1.37579894066,"lcmd",1,"Middle","Middle"
79,"7","II","No",1.0584728241,"lalt",1,"Index","Middle"
0,"8","IT","No",-22.1020948887,"lalt",1,"Middle","Index"
1,"8","IT","Yes",0.411666965485,"lcmd",1,"Index","Index"
2,"8","IT","Yes",0.472671127319,"lalt",1,"Middle","Middle"
3,"8","IT","No",0.376491069794,"lcmd",1,"Index","Middle"
4,"8","IT","No",0.44477596283,"lcmd",1,"Index","Middle"
5,"8","IT","Yes",0.457090091705,"lalt",1,"Middle","Middle"
6,"8","IT","No",0.465296792984,"lalt",1,"Middle","Index"
7,"8","IT","Yes",0.369953918457,"lcmd",1,"Index","Index"
8,"8","IT","No",0.452622079849,"lalt",1,"Middle","Index"
9,"8","IT","Yes",0.461380004883,"lalt",1,"Middle","Middle"
10,"8","IT","Yes",0.499693012238,"lcmd",1,"Index","Index"
11,"8","IT","No",0.457917070389,"lcmd",1,"Index","Middle"
12,"8","IT","Yes",0.469365119934,"lalt",1,"Middle","Middle"
13,"8","IT","No",0.356744146347,"lcmd",1,"Index","Middle"
14,"8","IT","Yes",0.354042053223,"lcmd",1,"Index","Index"
15,"8","IT","No",0.401763916016,"lalt",1,"Middle","Index"
16,"8","IT","Yes",0.416329097748,"lcmd",1,"Index","Index"
17,"8","IT","Yes",0.347988843918,"lalt",1,"Middle","Middle"
18,"8","IT","No",0.486445045471,"lcmd",0,"Middle","Index"
19,"8","IT","No",0.427419137955,"lcmd",1,"Index","Middle"
20,"8","IT","No",0.468042135239,"lcmd",1,"Index","Middle"
21,"8","IT","Yes",0.495547819138,"lalt",1,"Middle","Middle"
22,"8","IT","No",0.590035867691,"lalt",1,"Middle","Index"
23,"8","IT","Yes",0.509782218933,"lcmd",1,"Index","Index"
24,"8","IT","No",0.47137503624,"lalt",1,"Middle","Index"
25,"8","IT","Yes",0.544380950928,"lcmd",1,"Index","Index"
26,"8","IT","Yes",0.46779589653,"lalt",1,"Middle","Middle"
27,"8","IT","No",0.419332122803,"lcmd",1,"Index","Middle"
28,"8","IT","Yes",0.478836011887,"lcmd",1,"Index","Index"
29,"8","IT","No",0.446776008606,"lcmd",1,"Index","Middle"
30,"8","IT","Yes",0.510329866409,"lalt",1,"Middle","Middle"
31,"8","IT","No",0.468297100067,"lalt",1,"Middle","Index"
32,"8","IT","No",0.53307518959,"lalt",0,"Index","Middle"
33,"8","IT","Yes",0.527316856384,"lalt",1,"Middle","Middle"
34,"8","IT","Yes",0.437097072601,"lcmd",1,"Index","Index"
35,"8","IT","No",0.501478052139,"lalt",1,"Middle","Index"
36,"8","IT","Yes",0.469401025772,"lalt",1,"Middle","Middle"
37,"8","IT","Yes",0.439025974274,"lcmd",1,"Index","Index"
38,"8","IT","No",0.427825117111,"lalt",1,"Middle","Index"
39,"8","IT","No",0.428195047378,"lcmd",1,"Index","Middle"
40,"8","IT","No",0.428992986679,"lcmd",1,"Index","Middle"
41,"8","IT","No",0.503676891327,"lalt",1,"Middle","Index"
42,"8","IT","Yes",0.490895986557,"lalt",1,"Middle","Middle"
43,"8","IT","Yes",0.472277021408,"lcmd",1,"Index","Index"
44,"8","IT","No",0.504972982407,"lcmd",1,"Index","Middle"
45,"8","IT","No",0.455328178406,"lalt",1,"Middle","Index"
46,"8","IT","Yes",0.436699008942,"lalt",1,"Middle","Middle"
47,"8","IT","Yes",0.407781839371,"lcmd",1,"Index","Index"
48,"8","IT","Yes",0.501856851578,"lalt",1,"Middle","Middle"
49,"8","IT","No",0.453308916092,"lcmd",1,"Index","Middle"
50,"8","IT","No",0.498185062408,"lalt",1,"Middle","Index"
51,"8","IT","Yes",0.379032087326,"lcmd",1,"Index","Index"
52,"8","IT","No",0.491674995422,"lcmd",1,"Index","Middle"
53,"8","IT","Yes",0.466093206406,"lcmd",1,"Index","Index"
54,"8","IT","Yes",0.361688089371,"lalt",1,"Middle","Middle"
55,"8","IT","No",0.515981054306,"lalt",1,"Middle","Index"
56,"8","IT","Yes",0.39202208519,"lcmd",1,"Index","Index"
57,"8","IT","Yes",0.441904973984,"lalt",1,"Middle","Middle"
58,"8","IT","No",0.492785072327,"lalt",1,"Middle","Index"
59,"8","IT","No",0.39513502121,"lcmd",1,"Index","Middle"
60,"8","IT","Yes",0.569762897492,"lcmd",1,"Index","Index"
61,"8","IT","No",0.356977939606,"lcmd",0,"Middle","Index"
62,"8","IT","Yes",0.426494884491,"lalt",1,"Middle","Middle"
63,"8","IT","No",0.402917814255,"lcmd",1,"Index","Middle"
64,"8","IT","Yes",0.454613876343,"lalt",1,"Middle","Middle"
65,"8","IT","No",0.454123020172,"lalt",1,"Middle","Index"
66,"8","IT","Yes",0.508098173141,"lalt",0,"Index","Index"
67,"8","IT","No",0.445228099823,"lcmd",1,"Index","Middle"
68,"8","IT","No",0.43998503685,"lcmd",1,"Index","Middle"
69,"8","IT","No",0.447150945663,"lalt",1,"Middle","Index"
70,"8","IT","Yes",0.456118917465,"lalt",1,"Middle","Middle"
71,"8","IT","Yes",0.51192407608,"lcmd",1,"Index","Index"
72,"8","IT","Yes",0.454390954971,"lalt",1,"Middle","Middle"
73,"8","IT","No",0.533115005493,"lalt",1,"Middle","Index"
74,"8","IT","No",0.457649993896,"lcmd",1,"Index","Middle"
75,"8","IT","Yes",0.513983011246,"lcmd",1,"Index","Index"
76,"8","IT","No",0.513128852844,"lcmd",1,"Index","Middle"
77,"8","IT","Yes",0.465550994873,"lcmd",1,"Index","Index"
78,"8","IT","No",0.461757135391,"lalt",1,"Middle","Index"
79,"8","IT","Yes",0.511108112335,"lalt",1,"Middle","Middle"
0,"9","II","No",0.618619966507,"lalt",1,"Middle","Index"
1,"9","II","Yes",0.402339839935,"lcmd",1,"Index","Index"
2,"9","II","No",0.754592990875,"lalt",0,"Index","Middle"
3,"9","II","Yes",0.868260145187,"lalt",1,"Middle","Middle"
4,"9","II","No",0.523070049286,"lcmd",0,"Middle","Index"
5,"9","II","Yes",0.520430898666,"lalt",1,"Middle","Middle"
6,"9","II","Yes",0.607403993607,"lcmd",1,"Index","Index"
7,"9","II","No",1.07421321869,"lcmd",1,"Index","Middle"
8,"9","II","Yes",0.664263105392,"lalt",1,"Middle","Middle"
9,"9","II","No",0.653012037277,"lalt",1,"Middle","Index"
10,"9","II","Yes",0.668878889084,"lcmd",1,"Index","Index"
11,"9","II","No",1.25813989639,"lcmd",1,"Index","Middle"
12,"9","II","No",0.626762962341,"lcmd",1,"Index","Middle"
13,"9","II","Yes",0.729055833817,"lalt",1,"Middle","Middle"
14,"9","II","Yes",0.641821098328,"lcmd",1,"Index","Index"
15,"9","II","No",0.964069890976,"lalt",1,"Middle","Index"
16,"9","II","Yes",0.54008307457,"lalt",1,"Middle","Middle"
17,"9","II","Yes",0.598428869247,"lcmd",1,"Index","Index"
18,"9","II","No",0.590443181992,"lcmd",1,"Index","Middle"
19,"9","II","No",0.703143119812,"lalt",1,"Middle","Index"
20,"9","II","Yes",0.598307037353,"lalt",1,"Middle","Middle"
21,"9","II","No",0.636325883865,"lcmd",1,"Index","Middle"
22,"9","II","Yes",0.463217926025,"lcmd",1,"Index","Index"
23,"9","II","No",0.596919870377,"lalt",1,"Middle","Index"
24,"9","II","No",0.702826118469,"lcmd",0,"Middle","Index"
25,"9","II","No",0.654831123352,"lcmd",1,"Index","Middle"
26,"9","II","Yes",0.646702957153,"lalt",1,"Middle","Middle"
27,"9","II","Yes",0.414421987534,"lcmd",1,"Index","Index"
28,"9","II","No",0.607159090042,"lcmd",1,"Index","Middle"
29,"9","II","No",0.578554010391,"lalt",1,"Middle","Index"
30,"9","II","Yes",0.522727823257,"lcmd",1,"Index","Index"
31,"9","II","Yes",0.427361822128,"lalt",1,"Middle","Middle"
32,"9","II","No",1.12231206894,"lalt",1,"Middle","Index"
33,"9","II","No",0.555067014694,"lcmd",1,"Index","Middle"
34,"9","II","Yes",0.64408788681,"lcmd",1,"Index","Index"
35,"9","II","Yes",0.590035104752,"lalt",1,"Middle","Middle"
36,"9","II","No",0.595837974548,"lalt",1,"Middle","Index"
37,"9","II","No",0.485212945938,"lcmd",1,"Index","Middle"
38,"9","II","Yes",0.419280052185,"lcmd",1,"Index","Index"
39,"9","II","Yes",0.639581108093,"lalt",1,"Middle","Middle"
40,"9","II","No",0.557845067978,"lcmd",0,"Middle","Index"
41,"9","II","No",0.61616897583,"lcmd",1,"Index","Middle"
42,"9","II","Yes",0.702845859528,"lcmd",1,"Index","Index"
43,"9","II","Yes",0.423604106903,"lalt",1,"Middle","Middle"
44,"9","II","Yes",0.882729959488,"lalt",1,"Middle","Middle"
45,"9","II","No",0.538669061661,"lalt",1,"Middle","Index"
46,"9","II","No",0.726598930359,"lcmd",1,"Index","Middle"
47,"9","II","Yes",0.621187067032,"lcmd",1,"Index","Index"
48,"9","II","Yes",0.590547084808,"lalt",1,"Middle","Middle"
49,"9","II","Yes",0.573620128632,"lcmd",1,"Index","Index"
50,"9","II","No",0.820321846008,"lalt",1,"Middle","Index"
51,"9","II","No",0.73780708313,"lcmd",1,"Index","Middle"
52,"9","II","Yes",0.529890823364,"lcmd",1,"Index","Index"
53,"9","II","No",0.538273096085,"lcmd",1,"Index","Middle"
54,"9","II","Yes",0.4709441185,"lalt",1,"Middle","Middle"
55,"9","II","No",0.527684164047,"lalt",1,"Middle","Index"
56,"9","II","No",0.470113182068,"lalt",1,"Middle","Index"
57,"9","II","Yes",0.491839075088,"lalt",1,"Middle","Middle"
58,"9","II","Yes",0.836634111404,"lcmd",1,"Index","Index"
59,"9","II","No",0.550401926041,"lcmd",1,"Index","Middle"
60,"9","II","No",0.80482211113,"lalt",1,"Middle","Index"
61,"9","II","Yes",0.626866960525,"lcmd",1,"Index","Index"
62,"9","II","Yes",0.689590072632,"lalt",1,"Middle","Middle"
63,"9","II","No",0.582315015793,"lalt",0,"Index","Middle"
64,"9","II","Yes",0.615511894226,"lalt",1,"Middle","Middle"
65,"9","II","No",0.647670936585,"lalt",1,"Middle","Index"
66,"9","II","No",0.695237016678,"lcmd",1,"Index","Middle"
67,"9","II","Yes",0.660640859604,"lcmd",1,"Index","Index"
68,"9","II","No",0.589950847626,"lalt",1,"Middle","Index"
69,"9","II","Yes",0.448195934296,"lcmd",1,"Index","Index"
70,"9","II","No",1.13729691505,"lcmd",1,"Index","Middle"
71,"9","II","Yes",0.503347110748,"lalt",1,"Middle","Middle"
72,"9","II","No",0.517468929291,"lcmd",1,"Index","Middle"
73,"9","II","Yes",0.522254037857,"lcmd",1,"Index","Index"
74,"9","II","Yes",0.55467581749,"lalt",1,"Middle","Middle"
75,"9","II","No",0.89291806221,"lalt",1,"Middle","Index"
76,"9","II","Yes",0.541473960876,"lalt",1,"Middle","Middle"
77,"9","II","No",0.563721942902,"lalt",1,"Middle","Index"
78,"9","II","No",0.947066879272,"lcmd",1,"Index","Middle"
79,"9","II","Yes",0.823151063919,"lcmd",1,"Index","Index"
